Po Name,Zip,latitude,Pop2001,Area,zip2,State,longitude,Sumblkpop
GEORGETOWN,01833,42.7241,7657,13.28064,1833,MA,-70.9823,7497
GROVELAND,01834,42.7522,6068,9.44457,1834,MA,-71.015,5969
HAVERHILL,01835,42.7532,13644,8.63867,1835,MA,-71.0861,13416
LAWRENCE,01840,42.7071,4370,0.49787,1840,MA,-71.1597,4314
LAWRENCE,01841,42.7107,44953,3.28399,1841,MA,-71.165,44721
LAWRENCE,01843,42.6899,23423,3.673,1843,MA,-71.1612,23170
METHUEN,01844,42.7344,44932,22.84742,1844,MA,-71.1888,44001
NORTH ANDOVER,01845,42.6719,27720,27.45673,1845,MA,-71.0876,27222
LOWELL,01850,42.6556,15924,1.48593,1850,MA,-71.3028,15792
LOWELL,01851,42.6281,29544,3.34745,1851,MA,-71.336,29263
LOWELL,01852,42.6321,33312,5.18866,1852,MA,-71.2957,33229
LOWELL,01854,42.6492,27541,4.50207,1854,MA,-71.3478,27230
MERRIMAC,01860,42.8385,6249,8.89643,1860,MA,-71.0119,6147
NORTH BILLERICA,01862,42.5748,9851,9.3555,1862,MA,-71.2937,9811
NORTH CHELMSFORD,01863,42.6324,8634,5.04223,1863,MA,-71.3907,8554
NORTH READING,01864,42.5819,14058,13.8602,1864,MA,-71.0889,13881
READING,01867,42.535,23844,10.05396,1867,MA,-71.1058,23711
TEWKSBURY,01876,42.6119,29086,21.16245,1876,MA,-71.2279,28845
TYNGSBORO,01879,42.6663,11383,18.08379,1879,MA,-71.4291,11126
WAKEFIELD,01880,42.5035,24884,7.9442,1880,MA,-71.0656,24888
WESTFORD,01886,42.5864,21141,31.03893,1886,MA,-71.4402,20765
WILMINGTON,01887,42.5599,21696,17.03035,1887,MA,-71.1666,21384
WINCHESTER,01890,42.4518,20922,6.30558,1890,MA,-71.1464,20820
LYNN,01901,42.4614,1479,0.21678,1901,MA,-70.9464,1440
LYNN,01902,42.471,46626,2.49955,1902,MA,-70.9401,45741
LYNN,01904,42.4908,18009,3.35931,1904,MA,-70.965,17846
LYNN,01905,42.4745,24280,5.50953,1905,MA,-70.9798,23974
SAUGUS,01906,42.4685,26164,11.64396,1906,MA,-71.015,26064
SWAMPSCOTT,01907,42.4756,14579,2.98637,1907,MA,-70.9064,14432
NAHANT,01908,42.4285,3475,1.25942,1908,MA,-70.9257,3554
AMESBURY,01913,42.8529,16629,13.56777,1913,MA,-70.9451,16457
BEVERLY,01915,42.5688,40167,15.43613,1915,MA,-70.8617,39807
BOXFORD,01921,42.6811,7950,24.69162,1921,MA,-71.0197,7837
BYFIELD,01922,42.7566,2903,6.77859,1922,MA,-70.9265,2884
DANVERS,01923,42.5747,25389,13.93705,1923,MA,-70.9502,25222
ESSEX,01929,42.6294,3283,14.22197,1929,MA,-70.7796,3192
GLOUCESTER,01930,42.6256,30448,28.08083,1930,MA,-70.6892,30195
IPSWICH,01938,42.6819,13158,32.31883,1938,MA,-70.8491,13046
LYNNFIELD,01940,42.5357,11631,10.44668,1940,MA,-71.0382,11585
MANCHESTER,01944,42.5819,5188,7.50333,1944,MA,-70.7693,5166
MARBLEHEAD,01945,42.499,20481,4.47649,1945,MA,-70.8639,20335
MIDDLETON,01949,42.6042,7561,14.072,1949,MA,-71.0168,7377
NEWBURYPORT,01950,42.8134,17212,8.70361,1950,MA,-70.8998,17078
NEWBURY,01951,42.7696,3900,21.42968,1951,MA,-70.8488,3866
SALISBURY,01952,42.8487,7911,16.35565,1952,MA,-70.8631,7820
PEABODY,01960,42.5336,48519,16.83851,1960,MA,-70.9725,48079
ROCKPORT,01966,42.6549,7806,6.72723,1966,MA,-70.6234,7752
ROWLEY,01969,42.7202,5612,17.96837,1969,MA,-70.8979,5501
SALEM,01970,42.5105,40723,8.18694,1970,MA,-70.9072,40377
SOUTH HAMILTON,01982,42.6275,8442,15.71832,1982,MA,-70.8606,8421
TOPSFIELD,01983,42.636,6385,12.26454,1983,MA,-70.946,6280
WENHAM,01984,42.6007,4484,8.03449,1984,MA,-70.8838,4436
WEST NEWBURY,01985,42.7941,4222,14.54677,1985,MA,-70.9689,4094
BELLINGHAM,02019,42.0778,15357,18.7956,2019,MA,-71.4741,15297
CANTON,02021,42.1751,20942,19.37914,2021,MA,-71.1266,20788
COHASSET,02025,42.2358,7291,10.58058,2025,MA,-70.8194,7262
DEDHAM,02026,42.2463,23475,10.69639,2026,MA,-71.1774,23543
DOVER,02030,42.2366,5630,15.20671,2030,MA,-71.2845,5579
EAST WALPOLE,02032,42.1543,3440,2.55417,2032,MA,-71.2158,3593
FOXBORO,02035,42.0627,16297,20.06204,2035,MA,-71.2471,16201
FRANKLIN,02038,42.0858,30032,27.13759,2038,MA,-71.4115,29413
HINGHAM,02043,42.2164,20098,22.49592,2043,MA,-70.885,19851
HULL,02045,42.2836,11016,3.0582,2045,MA,-70.8802,10941
MANSFIELD,02048,42.0168,22736,20.10137,2048,MA,-71.2177,22175
MARSHFIELD,02050,42.1141,25221,29.72498,2050,MA,-70.7149,24764
MEDFIELD,02052,42.1848,12443,14.62221,2052,MA,-71.3049,12273
MEDWAY,02053,42.1538,12717,12.09167,2053,MA,-71.4268,12461
MILLIS,02054,42.1696,7871,11.71251,2054,MA,-71.3617,7893
NORFOLK,02056,42.1162,10711,15.37646,2056,MA,-71.3299,10625
NORWELL,02061,42.161,9867,21.12557,2061,MA,-70.818,9747
NORWOOD,02062,42.186,28593,10.4943,2062,MA,-71.1948,28587
SCITUATE,02066,42.2005,17523,17.09533,2066,MA,-70.7625,17333
SHARON,02067,42.1078,17618,24.78386,2067,MA,-71.1831,17459
SOUTH WALPOLE,02071,42.1017,805,0.84819,2071,MA,-71.2719,672
STOUGHTON,02072,42.1193,27425,16.39028,2072,MA,-71.1022,27132
WALPOLE,02081,42.1473,18791,17.86585,2081,MA,-71.2605,18556
WESTWOOD,02090,42.2204,14204,11.32941,2090,MA,-71.2113,14087
WRENTHAM,02093,42.0516,10706,22.64585,2093,MA,-71.3544,10521
BOSTON,02108,42.357,4436,0.30594,2108,MA,-71.0652,4446
BOSTON,02109,42.3632,3677,0.16993,2109,MA,-71.0537,3457
BOSTON,02110,42.3571,1388,0.19817,2110,MA,-71.0532,1585
BOSTON,02111,42.3506,5117,0.24822,2111,MA,-71.0597,4692
BOSTON,02113,42.3653,5840,0.09926,2113,MA,-71.0556,5836
BOSTON,02114,42.3628,10932,0.51492,2114,MA,-71.0674,10833
BOSTON,02115,42.3409,25864,0.7738,2115,MA,-71.0949,26221
BOSTON,02116,42.3508,18732,0.77315,2116,MA,-71.0765,18853
BOSTON,02118,42.338,22829,1.11413,2118,MA,-71.0701,23028
BOSTON,02119,42.3239,23041,1.56239,2119,MA,-71.0848,23091
BOSTON,02120,42.3322,13850,0.74561,2120,MA,-71.0963,13279
BOSTON,02121,42.3062,25015,1.6971,2121,MA,-71.0856,24934
BOSTON,02122,42.2965,23770,1.59254,2122,MA,-71.0538,24092
BOSTON,02124,42.286,52048,3.20851,2124,MA,-71.0705,51419
BOSTON,02125,42.3164,33527,2.15532,2125,MA,-71.0569,32953
MATTAPAN,02126,42.2748,27990,2.2792,2126,MA,-71.0943,27900
BOSTON,02127,42.3357,29550,2.09432,2127,MA,-71.042,29456
BOSTON,02128,42.3732,39127,5.23173,2128,MA,-71.0145,38413
CHARLESTOWN,02129,42.3793,15265,1.34818,2129,MA,-71.0639,15195
JAMAICA PLAIN,02130,42.3084,34435,3.75103,2130,MA,-71.1144,34578
ROSLINDALE,02131,42.2846,32525,3.02316,2131,MA,-71.1265,32277
WEST ROXBURY,02132,42.2793,24962,4.96795,2132,MA,-71.1622,25155
ALLSTON,02134,42.3563,24071,1.16391,2134,MA,-71.1288,22838
BRIGHTON,02135,42.3485,43624,2.9168,2135,MA,-71.1547,42689
HYDE PARK,02136,42.2544,27663,4.32411,2136,MA,-71.1282,27321
CAMBRIDGE,02138,42.3801,34924,3.07617,2138,MA,-71.1347,34356
CAMBRIDGE,02139,42.3623,35732,1.78046,2139,MA,-71.1025,35766
CAMBRIDGE,02140,42.3935,17468,1.1816,2140,MA,-71.1338,17260
CAMBRIDGE,02141,42.3704,12112,0.62049,2141,MA,-71.0821,12040
CAMBRIDGE,02142,42.3628,1801,0.46404,2142,MA,-71.0816,1783
SOMERVILLE,02143,42.3815,24781,1.55482,2143,MA,-71.0968,25453
SOMERVILLE,02144,42.4004,24446,1.09141,2144,MA,-71.1217,24184
SOMERVILLE,02145,42.3918,27170,1.38989,2145,MA,-71.0901,26244
MALDEN,02148,42.4306,56744,5.13533,2148,MA,-71.0573,56250
EVERETT,02149,42.407,38431,3.51285,2149,MA,-71.0535,38038
CHELSEA,02150,42.3965,35801,2.17105,2150,MA,-71.0322,35032
REVERE,02151,42.4187,47463,5.97486,2151,MA,-71.0044,47095
WINTHROP,02152,42.3734,18281,2.18261,2152,MA,-70.9777,18254
MEDFORD,02153,42.4038,1278,0.0549,2153,MA,-71.1197,1279
MEDFORD,02155,42.4238,56070,8.53403,2155,MA,-71.1096,56249
BOSTON,02163,42.3676,54,0.39613,2163,MA,-71.1277,1245
QUINCY,02169,42.2412,51494,10.90765,2169,MA,-71.0163,51254
QUINCY,02170,42.2666,19161,2.11043,2170,MA,-71.0162,19153
QUINCY,02171,42.2902,17227,2.84415,2171,MA,-71.0182,17159
MELROSE,02176,42.4557,27243,4.73456,2176,MA,-71.0588,27221
STONEHAM,02180,42.4738,22281,6.73817,2180,MA,-71.0969,22228
BRAINTREE,02184,42.2037,33838,14.34463,2184,MA,-71.0025,33721
MILTON,02186,42.2391,26222,14.38938,2186,MA,-71.0839,26208
WEYMOUTH,02188,42.2065,14076,3.91623,2188,MA,-70.9576,13595
WEYMOUTH,02189,42.2112,14438,4.57521,2189,MA,-70.9315,14906
WEYMOUTH,02190,42.1661,16738,7.66042,2190,MA,-70.9524,16797
WEYMOUTH,02191,42.2436,8618,1.79966,2191,MA,-70.9433,8638
BOSTON,02199,42.3475,1014,0.05615,2199,MA,-71.0821,1005
BOSTON,02210,42.347,515,0.95196,2210,MA,-71.0413,509
BOSTON,02215,42.3475,19150,0.82418,2215,MA,-71.1018,19254
BROCKTON,02301,42.077,61922,13.01668,2301,MA,-71.0419,61757
BROCKTON,02302,42.0879,32644,8.93927,2302,MA,-70.9985,32422
AVON,02322,42.1268,4912,4.64075,2322,MA,-71.0496,4923
BRIDGEWATER,02324,41.9721,24406,27.78868,2324,MA,-70.9722,23891
BRIDGEWATER,02325,41.9878,1280,0.45064,2325,MA,-70.9598,1272
CARVER,02330,41.8766,11327,36.37248,2330,MA,-70.7616,11164
DUXBURY,02332,42.0459,14305,25.28753,2332,MA,-70.7132,14263
EAST BRIDGEWATER,02333,42.035,13194,17.88497,2333,MA,-70.9426,13048
HALIFAX,02338,41.9915,7629,17.18801,2338,MA,-70.8632,7433
HANOVER,02339,42.1223,13388,15.80535,2339,MA,-70.8565,13193
HANSON,02341,42.056,9670,15.63946,2341,MA,-70.8723,9555
HOLBROOK,02343,42.1473,10721,7.13095,2343,MA,-71.0048,10738
MIDDLEBORO,02346,41.8798,20281,71.07018,2346,MA,-70.8737,19929
LAKEVILLE,02347,41.8318,10090,36.31607,2347,MA,-70.9593,9845
ABINGTON,02351,42.118,14767,10.10411,2351,MA,-70.9591,14605
NORTH EASTON,02356,42.0554,11821,13.49432,2356,MA,-71.1225,11105
NORTH EASTON,02357,42.0601,1738,0.7734,2357,MA,-71.0797,1734
PEMBROKE,02359,42.0654,17203,23.58235,2359,MA,-70.8014,16916
PLYMOUTH,02360,41.8783,52434,100.60811,2360,MA,-70.6305,51556
KINGSTON,02364,41.9862,12095,19.02451,2364,MA,-70.7485,11780
PLYMPTON,02367,41.9636,2678,15.24598,2367,MA,-70.8101,2637
RANDOLPH,02368,42.1771,31138,10.79834,2368,MA,-71.0535,31014
ROCKLAND,02370,42.1301,17871,10.06175,2370,MA,-70.9101,17670
SOUTH EASTON,02375,42.017,9157,15.68583,2375,MA,-71.1024,9522
WEST BRIDGEWATER,02379,42.0203,6646,15.20861,2379,MA,-71.0271,6266
WHITMAN,02382,42.0802,14051,6.98152,2382,MA,-70.9396,13882
LEXINGTON,02420,42.4564,13814,6.56679,2420,MA,-71.2165,13705
LEXINGTON,02421,42.4385,16755,9.72581,2421,MA,-71.2393,16645
BROOKLINE,02445,42.3262,21319,2.55986,2445,MA,-71.1333,21301
BROOKLINE,02446,42.3437,30184,1.33016,2446,MA,-71.1214,29753
WALTHAM,02451,42.3984,17613,6.14597,2451,MA,-71.2568,17644
WALTHAM,02452,42.3939,12188,3.71282,2452,MA,-71.2195,12102
WALTHAM,02453,42.3694,29375,3.77861,2453,MA,-71.2401,29165
NEWTON,02458,42.3525,13632,2.20524,2458,MA,-71.1879,14136
NEWTON CENTER,02459,42.3144,18744,5.0095,2459,MA,-71.1922,18637
NEWTONVILLE,02460,42.3516,8356,1.24199,2460,MA,-71.2084,8191
NEWTON HIGHLANDS,02461,42.3159,6445,1.51833,2461,MA,-71.2086,6543
NEWTON LOWER FALLS,02462,42.331,1519,0.75138,2462,MA,-71.256,1511
NEWTON UPPER FALLS,02464,42.3132,2786,0.54152,2464,MA,-71.2199,3169
WEST NEWTON,02465,42.3498,11714,2.15082,2465,MA,-71.2262,11869
AUBURNDALE,02466,42.3456,7214,1.77194,2466,MA,-71.2468,7021
CHESTNUT HILL,02467,42.3169,15204,4.78993,2467,MA,-71.1605,15212
WABAN,02468,42.3275,5751,1.51741,2468,MA,-71.2311,5341
WATERTOWN,02472,42.37,32807,4.14978,2472,MA,-71.1774,33024
ARLINGTON,02474,42.4206,25765,3.28781,2474,MA,-71.157,25865
ARLINGTON,02476,42.4159,16532,2.20805,2476,MA,-71.1747,16527
BELMONT,02478,42.3959,24652,4.67902,2478,MA,-71.1797,24407
WELLESLEY HILLS,02481,42.3135,13922,5.56124,2481,MA,-71.2734,13978
WELLESLEY,02482,42.2938,12779,4.99024,2482,MA,-71.299,12730
NEEDHAM,02492,42.2758,20065,9.7311,2492,MA,-71.2437,19995
WESTON,02493,42.3588,11903,17.43539,2493,MA,-71.2999,11979
NEEDHAM HEIGHTS,02494,42.2997,8891,2.91413,2494,MA,-71.2327,8844
BUZZARDS BAY,02532,41.7321,12920,32.94504,2532,MA,-70.578,12581
CHILMARK,02535,41.3547,1372,28.40596,2535,MA,-70.739,1316
EAST FALMOUTH,02536,41.5988,19821,28.72753,2536,MA,-70.5685,19443
EAST SANDWICH,02537,41.7294,6425,13.93591,2537,MA,-70.4446,6238
EAST WAREHAM,02538,41.7741,4839,5.97105,2538,MA,-70.6503,4802
EDGARTOWN,02539,41.379,3886,29.23451,2539,MA,-70.5412,3775
FALMOUTH,02540,41.5715,9235,12.15258,2540,MA,-70.6274,9051
BUZZARDS BAY,02542,41.6574,1567,6.89822,2542,MA,-70.5507,1581
WOODS HOLE,02543,41.5278,790,1.59608,2543,MA,-70.663,782
NANTUCKET,02554,41.2821,9961,55.5927,2554,MA,-70.0683,9494
NORTH FALMOUTH,02556,41.6394,3482,4.1249,2556,MA,-70.6247,3351
POCASSET,02559,41.6848,3806,6.55714,2559,MA,-70.6175,3719
SAGAMORE BEACH,02562,41.7879,3040,3.43294,2562,MA,-70.5274,2882
SANDWICH,02563,41.7208,10122,17.48303,2563,MA,-70.4871,9840
VINEYARD HAVEN,02568,41.4247,7496,33.26663,2568,MA,-70.6319,9534
WAREHAM,02571,41.7756,10291,26.19999,2571,MA,-70.6988,10104
WEST TISBURY,02575,41.3624,2430,5.17402,2575,MA,-70.64,140
WEST WAREHAM,02576,41.7776,3285,9.69251,2576,MA,-70.7631,3275
HYANNIS,02601,41.659,16590,10.52828,2601,MA,-70.2937,16260
BARNSTABLE,02630,41.6992,1985,4.07548,2630,MA,-70.2969,1957
BREWSTER,02631,41.747,10076,24.47538,2631,MA,-70.0695,9861
CENTERVILLE,02632,41.6611,11204,9.20332,2632,MA,-70.3459,11029
CHATHAM,02633,41.6838,4850,8.7277,2633,MA,-69.9813,4815
COTUIT,02635,41.6257,3401,5.42992,2635,MA,-70.4391,3284
DENNIS,02638,41.7337,3878,6.67905,2638,MA,-70.1921,3782
DENNIS PORT,02639,41.6666,3507,3.1086,2639,MA,-70.1354,3509
EASTHAM,02642,41.8435,5721,13.67496,2642,MA,-69.9809,5526
FORESTDALE,02644,41.6918,3944,6.73743,2644,MA,-70.5195,3818
HARWICH,02645,41.7043,9731,18.45413,2645,MA,-70.0597,9498
HARWICH PORT,02646,41.6709,1962,2.78083,2646,MA,-70.0728,1928
MARSTONS MILLS,02648,41.6697,8254,9.53572,2648,MA,-70.4171,8172
MASHPEE,02649,41.6196,13503,26.41496,2649,MA,-70.4904,12964
NORTH CHATHAM,02650,41.7048,782,2.08129,2650,MA,-69.9681,782
NORTH TRURO,02652,42.0463,1259,7.7755,2652,MA,-70.0988,1206
ORLEANS,02653,41.7632,6452,16.68574,2653,MA,-69.9677,6293
OSTERVILLE,02655,41.6324,3936,6.66906,2655,MA,-70.3884,3842
PROVINCETOWN,02657,42.0609,3451,9.93142,2657,MA,-70.1974,3431
SOUTH CHATHAM,02659,41.6834,1051,2.12999,2659,MA,-70.0221,1027
SOUTH DENNIS,02660,41.7142,7438,9.65543,2660,MA,-70.1531,7135
SOUTH YARMOUTH,02664,41.6744,9826,8.22403,2664,MA,-70.1945,9631
TRURO,02666,41.9905,909,14.02399,2666,MA,-70.047,881
WELLFLEET,02667,41.9291,2495,18.8406,2667,MA,-70.0163,2438
WEST BARNSTABLE,02668,41.7096,3462,16.90383,2668,MA,-70.3608,3281
WEST DENNIS,02670,41.6599,1638,2.35869,2670,MA,-70.1698,1606
WEST HARWICH,02671,41.6733,1153,2.44835,2671,MA,-70.1118,1135
WEST YARMOUTH,02673,41.658,8538,8.85364,2673,MA,-70.2417,8345
YARMOUTH PORT,02675,41.7051,7089,9.55332,2675,MA,-70.2306,6916
ASSONET,02702,41.7838,3540,18.16075,2702,MA,-71.0629,3529
ATTLEBORO,02703,41.9305,42741,28.38763,2703,MA,-71.2952,42250
CUTTYHUNK,02713,41.4641,86,13.37741,2713,MA,-70.7974,86
DIGHTON,02715,41.8167,2483,11.32068,2715,MA,-71.1501,2448
EAST FREETOWN,02717,41.7519,4975,26.62901,2717,MA,-70.995,4962
EAST TAUNTON,02718,41.8677,6947,11.41204,2718,MA,-71.0127,6793
FAIRHAVEN,02719,41.6391,16244,12.4462,2719,MA,-70.8715,16155
FALL RIVER,02720,41.732,32033,11.15336,2720,MA,-71.1217,31684
FALL RIVER,02721,41.6767,26139,5.61978,2721,MA,-71.1473,25936
FALL RIVER,02723,41.6928,16196,1.90883,2723,MA,-71.1291,16115
FALL RIVER,02724,41.685,17665,2.55568,2724,MA,-71.1793,17624
SOMERSET,02725,41.7217,2690,2.74756,2725,MA,-71.1782,2665
SOMERSET,02726,41.7612,15664,7.01292,2726,MA,-71.1444,15575
MARION,02738,41.7092,5136,14.79974,2738,MA,-70.7665,5034
MATTAPOISETT,02739,41.6678,6318,16.57078,2739,MA,-70.8173,6245
NEW BEDFORD,02740,41.6361,43472,5.20544,2740,MA,-70.9396,43463
ACUSHNET,02743,41.7135,10218,19.05534,2743,MA,-70.9005,10124
NEW BEDFORD,02744,41.6087,11745,1.36923,2744,MA,-70.9128,11730
NEW BEDFORD,02745,41.7018,23886,9.98388,2745,MA,-70.9478,23726
NEW BEDFORD,02746,41.6614,14624,2.88969,2746,MA,-70.9464,14603
NORTH DARTMOUTH,02747,41.6548,20217,42.51187,2747,MA,-71.0092,19824
SOUTH DARTMOUTH,02748,41.5584,11314,24.4102,2748,MA,-70.9813,11217
NORTH ATTLEBORO,02760,41.9709,25655,18.7501,2760,MA,-71.3335,25422
PLAINVILLE,02762,42.0143,7768,11.61748,2762,MA,-71.3359,7695
ATTLEBORO FALLS,02763,41.9709,2000,1.06458,2763,MA,-71.3045,1950
NORTH DIGHTON,02764,41.856,3755,11.34542,2764,MA,-71.1597,3706
NORTON,02766,41.963,18337,29.05421,2766,MA,-71.1836,17881
RAYNHAM,02767,41.9324,11468,20.81522,2767,MA,-71.0433,11346
REHOBOTH,02769,41.8442,10309,46.92351,2769,MA,-71.2458,10164
ROCHESTER,02770,41.7588,4535,35.47438,2770,MA,-70.8405,4457
SEEKONK,02771,41.8359,13579,18.5555,2771,MA,-71.3172,13491
SWANSEA,02777,41.7526,15988,27.66539,2777,MA,-71.2103,15859
BERKLEY,02779,41.8349,5833,17.02536,2779,MA,-71.0768,5699
TAUNTON,02780,41.9137,50125,37.2499,2780,MA,-71.1176,49557
WESTPORT,02790,41.6082,14725,59.7587,2790,MA,-71.0851,14614
ASHAWAY,02804,41.4343,3298,12.55973,2804,RI,-71.7694,2978
BARRINGTON,02806,41.7439,16902,8.49555,2806,RI,-71.3162,16719
BLOCK ISLAND,02807,41.1769,1047,10.0543,2807,RI,-71.5784,1010
BRADFORD,02808,41.4114,2019,5.87773,2808,RI,-71.7441,2009
BRISTOL,02809,41.6823,22523,10.05422,2809,RI,-71.2698,22452
CAROLINA,02812,41.4746,1306,5.92661,2812,RI,-71.6485,1279
CHARLESTOWN,02813,41.397,8032,40.9893,2813,RI,-71.6698,7882
CHEPACHET,02814,41.9046,7920,51.9964,2814,RI,-71.7066,7731
CLAYVILLE,02815,41.7662,179,1.64517,2815,RI,-71.6786,176
COVENTRY,02816,41.6906,31782,38.76432,2816,RI,-71.6169,31661
WEST GREENWICH,02817,41.6292,5306,51.42672,2817,RI,-71.6669,5132
EAST GREENWICH,02818,41.6424,18514,21.93696,2818,RI,-71.4945,18280
EXETER,02822,41.568,5606,55.23998,2822,RI,-71.6366,5529
FOSTER,02825,41.7799,5118,60.53787,2825,RI,-71.7169,5067
GREENE,02827,41.6971,2290,22.898,2827,RI,-71.7375,2094
GREENVILLE,02828,41.876,6988,4.6242,2828,RI,-71.5596,7136
HARRISVILLE,02830,41.9787,6399,23.33985,2830,RI,-71.6453,6645
HOPE,02831,41.7438,3952,10.13667,2831,RI,-71.5738,3866
HOPE VALLEY,02832,41.5127,4765,25.43915,2832,RI,-71.7378,4224
HOPKINTON,02833,41.4813,0,4.71327,2833,RI,-71.7747,665
JAMESTOWN,02835,41.5154,5707,9.47857,2835,RI,-71.377,5622
KENYON,02836,41.4485,28,0.1056,2836,RI,-71.62,27
LITTLE COMPTON,02837,41.5154,3643,22.43447,2837,RI,-71.1647,3599
MANVILLE,02838,41.9665,3633,1.42558,2838,RI,-71.4757,3573
MAPLEVILLE,02839,41.9413,916,1.47535,2839,RI,-71.6354,916
NEWPORT,02840,41.4786,26519,7.77568,2840,RI,-71.3199,25605
NEWPORT,02841,41.5245,0,1.04195,2841,RI,-71.3154,1009
MIDDLETOWN,02842,41.5167,17548,12.76015,2842,RI,-71.2749,17137
NORTH KINGSTOWN,02852,41.5863,23710,32.63115,2852,RI,-71.4625,23428
NORTH SCITUATE,02857,41.8314,8961,49.29516,2857,RI,-71.6316,8788
OAKLAND,02858,41.9647,675,0.5967,2858,RI,-71.6417,454
PASCOAG,02859,41.9718,7672,25.72213,2859,RI,-71.7355,7623
PAWTUCKET,02860,41.8716,47113,5.1786,2860,RI,-71.3901,46579
PAWTUCKET,02861,41.8786,26730,3.67097,2861,RI,-71.3523,26530
CENTRAL FALLS,02863,41.8901,18952,1.29636,2863,RI,-71.3934,18724
CUMBERLAND,02864,41.9702,32387,28.14623,2864,RI,-71.4195,31877
LINCOLN,02865,41.9135,17250,17.76041,2865,RI,-71.4493,17046
PORTSMOUTH,02871,41.5831,17240,17.99152,2871,RI,-71.2564,17061
PRUDENCE ISLAND,02872,41.6178,77,5.96858,2872,RI,-71.328,81
SAUNDERSTOWN,02874,41.5154,4740,13.82178,2874,RI,-71.4651,4620
SLOCUM,02877,41.5375,107,1.14186,2877,RI,-71.5293,105
TIVERTON,02878,41.609,15413,30.73898,2878,RI,-71.1738,15237
WAKEFIELD,02879,41.4276,19975,43.9826,2879,RI,-71.5367,19516
KINGSTON,02881,41.4837,6524,3.85558,2881,RI,-71.5212,6458
NARRAGANSETT,02882,41.4246,14884,15.09691,2882,RI,-71.4685,14689
WARREN,02885,41.7288,11383,6.17498,2885,RI,-71.2617,11377
WARWICK,02886,41.7054,30501,15.72738,2886,RI,-71.4595,30286
WARWICK,02888,41.7486,20645,6.18101,2888,RI,-71.4127,20552
WARWICK,02889,41.7057,29421,8.7568,2889,RI,-71.3914,29258
WESTERLY,02891,41.3613,21689,30.23825,2891,RI,-71.7922,21379
WEST KINGSTON,02892,41.499,4862,30.31402,2892,RI,-71.5994,4747
WEST WARWICK,02893,41.6995,29731,7.82152,2893,RI,-71.5158,29457
WOOD RIVER JUNCTION,02894,41.4634,1033,9.04917,2894,RI,-71.695,1006
WOONSOCKET,02895,42.0008,43502,8.01359,2895,RI,-71.4993,43234
NORTH SMITHFIELD,02896,41.9731,10618,24.26779,2896,RI,-71.5511,10505
WYOMING,02898,41.5217,1986,9.61215,2898,RI,-71.6726,1918
PROVIDENCE,02903,41.8201,9591,1.59348,2903,RI,-71.4127,9329
PROVIDENCE,02904,41.8606,29492,5.33777,2904,RI,-71.4356,29192
PROVIDENCE,02905,41.7865,25431,3.81985,2905,RI,-71.4012,25215
PROVIDENCE,02906,41.8388,30848,3.3074,2906,RI,-71.3928,30845
PROVIDENCE,02907,41.797,26863,2.56338,2907,RI,-71.4247,26602
PROVIDENCE,02908,41.8388,36255,3.1929,2908,RI,-71.4374,35552
PROVIDENCE,02909,41.8198,41941,3.50478,2909,RI,-71.4513,41300
CRANSTON,02910,41.7756,21019,3.49444,2910,RI,-71.4362,20784
NORTH PROVIDENCE,02911,41.8546,14857,2.53915,2911,RI,-71.4734,14734
PROVIDENCE,02912,41.8262,400,0.02526,2912,RI,-71.4025,400
EAST PROVIDENCE,02914,41.8127,22134,4.79015,2914,RI,-71.3643,22051
RIVERSIDE,02915,41.7782,18567,5.83267,2915,RI,-71.3499,18479
RUMFORD,02916,41.8444,8320,3.48365,2916,RI,-71.354,8213
SMITHFIELD,02917,41.9062,14043,22.3506,2917,RI,-71.5241,13530
PROVIDENCE,02918,41.8438,3178,0.15283,2918,RI,-71.4349,3160
JOHNSTON,02919,41.8273,28261,23.86628,2919,RI,-71.5194,28044
CRANSTON,02920,41.7672,38457,9.59289,2920,RI,-71.4666,38000
CRANSTON,02921,41.7641,9952,12.1388,2921,RI,-71.5163,9632
AMHERST,03031,42.8707,10974,35.03661,3031,NH,-71.6072,10654
AUBURN,03032,42.99,4793,29.34764,3032,NH,-71.3428,4695
BROOKLINE,03033,42.7464,4362,20.24471,3033,NH,-71.6712,4181
CANDIA,03034,43.0647,3969,34.45379,3034,NH,-71.3117,4069
CHESTER,03036,42.9681,3883,24.05637,3036,NH,-71.2499,3656
DEERFIELD,03037,43.1401,3771,48.91252,3037,NH,-71.2509,3561
DERRY,03038,42.8899,34826,37.75389,3038,NH,-71.2804,34222
EPPING,03042,43.0497,5573,27.53043,3042,NH,-71.0753,5435
FRANCESTOWN,03043,42.9957,1523,31.00248,3043,NH,-71.8151,1482
FREMONT,03044,42.989,3664,17.47646,3044,NH,-71.1251,3548
GOFFSTOWN,03045,43.0203,13042,36.3529,3045,NH,-71.5685,12760
DUNBARTON,03046,43.1006,2299,31.08214,3046,NH,-71.6042,2296
GREENFIELD,03047,42.9406,1786,30.18576,3047,NH,-71.8636,1732
GREENVILLE,03048,42.7499,3412,30.4921,3048,NH,-71.7606,3324
HOLLIS,03049,42.7498,7219,32.71941,3049,NH,-71.5837,7043
HUDSON,03051,42.7644,23534,29.33535,3051,NH,-71.4069,23009
LITCHFIELD,03052,42.8441,7422,15.27505,3052,NH,-71.4552,7281
